# gene name,C1,C2,C3,C4,E1,E2,E3,E4
yhfZ,5.11E-05,1.44E-04,2.42E-04,2.23E-04,1.44E-05,9.80E-05,1.29E-04,9.74E-05
yhdY,1.93E-04,2.71E-04,4.42E-04,3.95E-04,1.39E-04,2.58E-04,3.14E-04,1.12E-04
trpL,1.40E-04,1.88E-04,6.44E-05,9.69E-05,1.45E-04,1.56E-04,1.75E-04,2.04E-04
asnA,9.02E-05,1.37E-04,3.05E-04,2.55E-04,5.40E-05,1.38E-04,1.54E-04,8.86E-05
yjgF,9.90E-04,8.57E-04,5.13E-04,4.94E-04,1.26E-03,8.08E-04,9.25E-04,8.82E-04
fadR,1.11E-04,7.39E-05,6.99E-05,5.83E-05,4.71E-05,4.94E-05,6.98E-05,6.54E-05
yhaD,1.97E-04,3.12E-04,5.15E-04,4.60E-04,1.79E-04,3.04E-04,3.13E-04,1.60E-04
molR_2,1.37E-04,1.97E-04,2.91E-04,2.44E-04,1.25E-04,1.89E-04,1.98E-04,8.77E-05
yhfK,4.43E-04,6.48E-04,8.24E-04,7.90E-04,4.39E-04,5.36E-04,6.36E-04,4.77E-04
hyaB,8.45E-05,1.34E-04,1.65E-04,1.50E-04,8.11E-05,9.57E-05,1.39E-04,7.08E-05
rpsG,1.90E-03,1.62E-03,5.23E-04,8.98E-04,2.12E-03,1.72E-03,1.49E-03,1.80E-03
yhgH,9.20E-05,1.48E-04,2.95E-04,2.95E-04,5.24E-05,1.17E-04,1.92E-04,8.84E-05
mglC,6.22E-05,1.44E-04,2.88E-04,2.46E-04,1.79E-05,1.16E-04,1.77E-04,2.29E-05
pepA,2.26E-04,2.51E-04,3.84E-04,2.48E-04,1.98E-04,2.37E-04,2.36E-04,1.98E-04
ygdE,9.13E-05,1.66E-04,2.57E-04,2.11E-04,1.02E-04,1.33E-04,1.60E-04,7.93E-05
yagA,4.93E-05,6.79E-05,1.61E-04,1.60E-04,3.18E-05,4.72E-05,1.14E-04,8.19E-06
yjcC,1.32E-03,1.37E-03,1.26E-03,1.23E-03,1.57E-03,1.50E-03,1.41E-03,1.22E-03
fucO,6.67E-05,2.00E-04,3.85E-04,3.68E-04,7.85E-06,1.50E-04,2.43E-04,2.55E-05
yrfC,8.75E-05,1.61E-04,3.27E-04,2.88E-04,1.83E-05,1.16E-04,2.12E-04,8.19E-05
rbsK,1.07E-04,1.87E-04,3.24E-04,3.19E-04,6.95E-05,1.66E-04,2.08E-04,1.05E-04
yheT,1.36E-04,2.15E-04,3.72E-04,3.23E-04,1.25E-04,1.81E-04,1.92E-04,1.96E-04
phrB,6.64E-05,1.42E-04,1.90E-04,1.70E-04,8.85E-05,9.04E-05,1.39E-04,1.91E-05
yi22_4,8.07E-04,1.28E-03,2.49E-03,1.56E-03,5.89E-04,1.21E-03,1.31E-03,3.37E-04
ybbB,6.00E-04,6.26E-04,5.68E-04,5.23E-04,4.90E-04,6.03E-04,5.25E-04,4.58E-04
yabM,1.65E-05,9.18E-05,1.61E-04,1.46E-04,2.86E-06,5.28E-05,1.03E-04,1.00E-06
cytR,2.73E-04,2.86E-04,3.37E-04,3.82E-04,2.41E-04,2.41E-04,3.14E-04,2.88E-04
yi22_5,8.48E-04,1.40E-03,2.51E-03,1.91E-03,5.32E-04,1.36E-03,1.52E-03,4.04E-04
yjcW,3.02E-05,1.18E-04,2.58E-04,2.41E-04,1.86E-05,8.52E-05,1.23E-04,5.51E-05
ydeI,5.55E-05,3.90E-05,2.03E-05,2.62E-05,4.97E-05,5.29E-05,3.48E-05,7.49E-05
uxuR,9.41E-05,9.69E-05,1.99E-04,1.60E-04,8.82E-05,1.15E-04,9.96E-05,8.04E-05
ybaC,2.27E-05,7.53E-05,2.03E-04,1.88E-04,7.08E-08,6.25E-05,9.89E-05,2.06E-05
dapF,1.62E-04,2.10E-04,2.27E-04,2.67E-04,1.46E-04,1.78E-04,1.99E-04,1.89E-04
selA,2.75E-04,4.02E-04,5.42E-04,4.32E-04,1.69E-04,3.12E-04,3.94E-04,3.23E-04
rarD,2.38E-04,2.93E-04,4.84E-04,4.22E-04,2.22E-04,2.75E-04,3.18E-04,2.44E-04
motB,4.08E-05,3.70E-05,1.01E-04,7.14E-05,9.78E-06,3.85E-05,5.90E-05,2.98E-05
ygjK,1.19E-03,1.34E-03,1.11E-03,1.18E-03,1.14E-03,1.16E-03,1.12E-03,8.40E-04
pitA,7.71E-04,7.72E-04,6.99E-04,6.33E-04,7.54E-04,6.23E-04,6.11E-04,4.77E-04
yjdB,5.87E-04,8.01E-04,1.03E-03,9.55E-04,5.61E-04,7.30E-04,7.94E-04,5.83E-04
yjjT,2.14E-05,4.23E-05,1.46E-04,1.32E-04,2.59E-05,1.32E-05,3.09E-05,6.45E-05
yhhK,1.16E-04,1.67E-04,2.32E-04,1.92E-04,9.42E-05,1.23E-04,1.72E-04,1.36E-04
yhbV,1.39E-04,1.91E-04,3.90E-04,3.49E-04,8.40E-05,1.75E-04,2.35E-04,1.50E-04
trmA,1.05E-04,1.61E-04,2.11E-04,1.90E-04,1.08E-04,1.27E-04,1.63E-04,1.02E-04
aldB,4.08E-04,4.28E-04,8.46E-04,6.71E-04,3.47E-04,4.74E-04,5.01E-04,3.21E-04
folC,1.08E-04,1.25E-04,2.25E-04,1.82E-04,1.19E-04,1.16E-04,1.25E-04,1.12E-04
yebK,8.93E-05,9.89E-05,1.02E-04,1.08E-04,7.90E-05,1.44E-04,1.70E-04,1.27E-04
uxuB,3.80E-04,4.85E-04,7.29E-04,6.21E-04,3.67E-04,4.76E-04,4.62E-04,4.09E-04
tolB,7.64E-04,7.80E-04,6.14E-04,6.43E-04,7.53E-04,8.20E-04,7.18E-04,8.12E-04
glgA,8.22E-05,1.47E-04,3.00E-04,2.67E-04,9.07E-05,1.14E-04,1.35E-04,1.33E-04
yhiV,1.73E-04,2.64E-04,6.52E-04,5.52E-04,1.05E-04,2.63E-04,3.26E-04,1.76E-04
yiiL,2.48E-05,5.26E-05,1.34E-04,1.14E-04,2.39E-05,3.75E-05,6.44E-05,3.18E-05
rhaB,1.56E-04,2.49E-04,5.74E-04,5.22E-04,9.40E-05,2.32E-04,2.73E-04,2.26E-04
yraQ,4.96E-04,6.38E-04,7.45E-04,7.16E-04,4.85E-04,5.17E-04,6.89E-04,3.70E-04
ykfC,3.54E-05,3.49E-05,1.32E-04,1.30E-04,2.45E-05,4.80E-05,6.06E-05,1.70E-05
yheI,3.16E-05,5.96E-05,2.11E-04,2.08E-04,1.62E-05,6.34E-05,8.55E-05,3.59E-05
fnr,4.84E-04,3.69E-04,1.55E-04,2.47E-04,5.07E-04,4.42E-04,3.23E-04,9.88E-04
glk,5.18E-05,9.37E-05,1.88E-04,1.92E-04,1.13E-05,7.35E-05,1.27E-04,5.21E-05
hypF,1.94E-04,3.29E-04,4.56E-04,4.85E-04,9.15E-05,2.32E-04,4.03E-04,1.53E-04
yggN,1.39E-04,1.47E-04,1.21E-04,1.79E-04,1.50E-04,1.63E-04,1.74E-04,2.27E-04
kdsA,7.48E-05,6.92E-05,2.62E-05,2.76E-05,1.30E-04,6.73E-05,5.50E-05,7.54E-05
yeeA,3.44E-04,3.94E-04,3.61E-04,2.89E-04,2.94E-04,3.32E-04,3.32E-04,2.44E-04
phnQ,2.26E-04,2.32E-04,1.92E-04,2.33E-04,2.46E-04,2.67E-04,2.65E-04,2.08E-04
tdcC,5.79E-05,8.27E-05,1.58E-04,1.28E-04,4.11E-05,9.40E-05,8.33E-05,4.96E-05
birA,1.04E-04,1.89E-04,2.10E-04,2.05E-04,9.74E-05,1.55E-04,1.71E-04,8.48E-05
hemK,1.55E-03,9.74E-04,7.86E-04,8.53E-04,1.79E-03,1.30E-03,1.09E-03,1.38E-03
yicO,8.19E-04,1.04E-03,1.58E-03,1.28E-03,6.94E-04,1.05E-03,1.07E-03,7.26E-04
yebB,2.86E-05,5.58E-05,5.94E-05,6.50E-05,4.92E-05,8.11E-05,8.72E-05,6.36E-05
yicG,3.26E-04,4.45E-04,6.40E-04,5.11E-04,3.64E-04,4.21E-04,4.07E-04,2.92E-04
ygiC,5.47E-04,4.90E-04,3.94E-04,4.74E-04,5.84E-04,5.13E-04,4.77E-04,5.83E-04
yjeN,5.51E-05,7.31E-05,9.23E-05,8.61E-05,6.33E-05,5.89E-05,7.32E-05,5.60E-05
yjhP,2.19E-05,5.25E-05,1.99E-04,1.47E-04,3.00E-06,5.61E-05,7.78E-05,9.95E-06
yhbW,1.92E-04,2.33E-04,3.53E-04,3.47E-04,1.56E-04,2.04E-04,2.59E-04,2.26E-04
cobS,1.18E-05,8.31E-05,1.35E-04,9.03E-05,1.06E-05,4.90E-05,7.17E-05,6.98E-06
ilvD,5.29E-04,6.33E-04,7.83E-04,8.09E-04,4.90E-04,5.76E-04,6.64E-04,5.69E-04
yaeC,1.34E-03,1.33E-03,6.38E-04,8.44E-04,1.49E-03,1.29E-03,1.15E-03,1.38E-03
xasA,9.70E-04,8.31E-04,4.75E-04,5.36E-04,9.87E-04,9.18E-04,7.61E-04,9.20E-04
sbcB,1.69E-04,1.72E-04,2.36E-04,1.79E-04,1.89E-04,2.44E-04,2.42E-04,2.07E-04
yrfH,1.33E-04,1.56E-04,1.70E-04,1.68E-04,1.58E-04,1.71E-04,1.73E-04,1.90E-04
yigP,1.21E-04,1.62E-04,2.18E-04,1.93E-04,1.01E-04,1.21E-04,1.68E-04,1.49E-04
yi21_5,4.44E-04,6.07E-04,9.94E-04,7.56E-04,2.97E-04,6.27E-04,6.59E-04,2.76E-04
fabD,7.54E-04,7.12E-04,4.66E-04,5.53E-04,6.98E-04,7.26E-04,7.04E-04,7.78E-04
rpsQ,2.45E-04,2.22E-04,8.08E-05,1.46E-04,1.80E-04,2.57E-04,2.69E-04,2.42E-04
ygiD,1.03E-05,2.09E-05,1.33E-04,1.05E-04,3.35E-07,1.76E-05,5.31E-05,1.42E-06
yhbE,2.08E-04,2.30E-04,3.20E-04,2.99E-04,1.69E-04,2.11E-04,2.65E-04,2.13E-04
ybbF,9.70E-05,1.22E-04,2.36E-04,2.02E-04,5.22E-05,1.15E-04,1.51E-04,1.08E-04
fabI,4.63E-04,4.08E-04,1.92E-04,2.70E-04,4.41E-04,4.36E-04,3.81E-04,4.60E-04
holA,5.65E-05,4.96E-05,4.87E-05,5.68E-05,9.00E-05,5.01E-05,5.11E-05,8.76E-05
mdlA,6.25E-04,9.06E-04,9.12E-04,8.47E-04,6.42E-04,7.49E-04,8.21E-04,4.52E-04
yjcH,4.74E-05,4.81E-05,5.37E-05,6.96E-05,5.42E-05,4.01E-05,5.00E-05,2.52E-05
dsbA,9.22E-05,1.47E-04,1.27E-04,8.41E-05,1.34E-04,2.03E-04,1.98E-04,9.45E-05
yjbM,5.23E-05,6.94E-05,4.02E-05,5.71E-05,6.67E-05,8.06E-05,6.42E-05,5.52E-05
aldH,4.03E-04,3.04E-04,6.97E-05,1.05E-04,7.66E-04,3.29E-04,2.55E-04,3.64E-04
aroD,1.13E-04,2.56E-06,1.39E-05,2.72E-05,1.34E-04,6.68E-05,6.80E-05,4.44E-04
ascG,1.16E-04,1.73E-04,1.69E-04,1.96E-04,7.34E-05,1.11E-04,1.78E-04,1.28E-04
yceC,1.12E-04,9.82E-05,7.18E-05,8.11E-05,1.17E-04,9.25E-05,9.85E-05,1.25E-04
clpX,3.84E-04,2.50E-04,2.74E-04,2.68E-04,3.70E-04,3.33E-04,3.60E-04,8.00E-04
thrS,7.01E-04,5.66E-04,1.28E-04,1.74E-04,8.27E-04,6.16E-04,5.20E-04,5.46E-04
thiH,9.24E-05,1.17E-04,2.41E-04,2.62E-04,3.28E-05,9.20E-05,1.80E-04,9.64E-05
yhdG,2.46E-04,2.16E-04,1.91E-04,1.83E-04,1.97E-04,1.78E-04,1.57E-04,2.01E-04
entF,4.26E-05,1.25E-04,3.56E-04,2.64E-04,3.57E-06,1.04E-04,1.79E-04,2.37E-05
crcB,4.45E-05,9.76E-05,1.26E-04,1.04E-04,1.19E-04,1.21E-04,1.47E-04,1.01E-04
proX,2.60E-04,2.60E-04,2.16E-04,2.45E-04,5.80E-04,2.48E-04,3.31E-04,2.73E-04
yrbG,1.34E-04,2.18E-04,3.19E-04,2.81E-04,1.42E-04,1.77E-04,2.39E-04,1.03E-04
potD,8.39E-04,6.23E-04,3.92E-04,4.48E-04,7.73E-04,7.08E-04,7.01E-04,7.16E-04
metA,4.86E-04,4.44E-04,3.86E-04,4.19E-04,4.06E-04,4.11E-04,4.07E-04,3.82E-04
ybdE,3.51E-04,5.88E-04,9.28E-04,9.13E-04,2.96E-04,5.09E-04,6.78E-04,3.39E-04
hpt,1.38E-04,1.40E-04,1.52E-04,1.61E-04,1.34E-04,1.19E-04,1.50E-04,1.39E-04
yihM,2.29E-04,3.26E-04,4.42E-04,3.86E-04,2.39E-04,3.20E-04,3.11E-04,1.96E-04
ygaA,2.56E-05,1.14E-04,1.66E-04,1.38E-04,5.85E-06,5.50E-05,1.24E-04,2.68E-05
ytfG,3.23E-04,3.25E-04,3.19E-04,2.70E-04,3.49E-04,2.13E-04,2.65E-04,1.95E-04
aas,1.55E-03,1.68E-03,1.59E-03,1.53E-03,1.58E-03,1.93E-03,1.95E-03,1.55E-03
rpsT,5.37E-04,5.41E-04,1.92E-04,3.19E-04,4.63E-04,6.11E-04,5.49E-04,4.99E-04
uxaA,6.51E-05,1.35E-04,2.93E-04,2.65E-04,2.53E-05,1.13E-04,1.89E-04,5.33E-05
ygjJ,2.84E-04,3.58E-04,7.28E-04,7.00E-04,2.19E-04,4.21E-04,4.35E-04,2.56E-04
appB,1.26E-04,1.71E-04,3.37E-04,3.53E-04,9.87E-05,1.55E-04,2.24E-04,1.43E-04
yfjA,3.65E-04,3.99E-04,1.83E-04,2.47E-04,3.80E-04,3.67E-04,3.65E-04,3.75E-04
ftsI,6.05E-04,7.21E-04,4.73E-04,4.79E-04,1.05E-03,7.62E-04,5.85E-04,5.96E-04
gnd,1.07E-03,8.20E-04,2.44E-04,3.77E-04,1.06E-03,8.83E-04,6.38E-04,1.32E-03
dsbD,1.02E-04,1.60E-04,3.62E-04,2.64E-04,9.44E-05,1.66E-04,1.70E-04,1.06E-04
metH,4.47E-04,5.22E-04,8.23E-04,7.06E-04,3.76E-04,5.41E-04,6.07E-04,3.71E-04
degQ,1.17E-04,1.80E-04,3.46E-04,3.22E-04,1.17E-04,1.47E-04,2.08E-04,1.55E-04
arp,2.25E-06,3.34E-05,6.88E-05,5.46E-05,4.82E-06,3.53E-05,2.28E-05,1.88E-07
dsdX,6.95E-05,1.61E-04,3.12E-04,2.79E-04,2.30E-05,1.98E-04,1.58E-04,3.07E-05
fklB,2.01E-04,2.31E-04,2.22E-04,2.31E-04,2.23E-04,2.13E-04,1.92E-04,2.00E-04
pgi,2.81E-04,2.61E-04,2.10E-04,2.29E-04,3.12E-04,2.71E-04,2.30E-04,3.17E-04
yhfT,2.34E-04,3.91E-04,5.72E-04,5.11E-04,1.53E-04,3.19E-04,4.28E-04,2.67E-04
modC,7.57E-05,1.27E-04,2.84E-04,2.62E-04,6.10E-05,1.31E-04,1.49E-04,9.37E-05
dppA,1.10E-03,8.42E-04,4.61E-04,6.07E-04,6.89E-04,4.83E-04,4.62E-04,5.17E-04
nuoJ,2.07E-04,2.16E-04,1.89E-04,2.52E-04,2.08E-04,2.41E-04,2.57E-04,2.61E-04
tyrR,7.41E-04,7.92E-04,7.71E-04,8.07E-04,8.13E-04,9.31E-04,8.98E-04,7.35E-04
yacH,3.41E-04,4.60E-04,8.39E-04,7.47E-04,2.71E-04,4.38E-04,5.44E-04,3.86E-04
gshB,1.69E-04,1.46E-04,2.21E-04,2.40E-04,1.44E-04,1.55E-04,1.71E-04,1.74E-04
rbsR,3.35E-05,9.33E-05,2.41E-04,2.17E-04,1.22E-05,9.55E-05,1.13E-04,5.19E-05
yggJ,9.35E-05,1.16E-04,1.70E-04,1.77E-04,7.57E-05,9.82E-05,1.27E-04,1.21E-04
panF,6.15E-04,7.21E-04,7.63E-04,8.13E-04,5.93E-04,6.85E-04,7.28E-04,6.01E-04
nohB,3.63E-04,4.15E-04,4.60E-04,3.78E-04,3.20E-04,4.40E-04,3.50E-04,2.26E-04
pyrE,1.13E-05,9.34E-05,2.11E-04,1.52E-04,6.23E-07,4.55E-05,1.14E-04,2.86E-05
sgbU,1.36E-05,7.26E-05,2.59E-04,1.03E-04,4.14E-07,2.26E-05,8.80E-05,2.03E-05
yeaB,2.97E-05,4.63E-05,1.74E-04,1.51E-04,2.52E-05,5.94E-05,5.40E-05,5.11E-05
yhgJ,9.57E-05,1.51E-04,2.97E-04,2.72E-04,5.03E-05,1.36E-04,2.18E-04,5.95E-05
araD,1.55E-05,3.96E-05,2.63E-04,2.60E-04,1.55E-06,3.57E-05,1.03E-04,3.66E-05
katG,5.58E-04,7.32E-04,7.64E-04,7.02E-04,6.51E-04,5.99E-04,6.72E-04,4.83E-04
pntA,8.53E-04,6.38E-04,3.02E-04,4.05E-04,4.53E-04,3.55E-04,3.37E-04,3.40E-04
yidX,1.16E-05,1.51E-05,1.06E-04,9.23E-05,3.09E-06,1.33E-05,8.44E-06,4.81E-05
smtA,9.02E-05,9.35E-05,7.91E-05,9.69E-05,7.43E-05,1.01E-04,1.31E-04,1.56E-04
yjeM,1.23E-04,1.85E-04,3.83E-04,2.67E-04,7.81E-05,1.56E-04,2.56E-04,6.66E-05
hsdR,5.98E-06,9.38E-06,1.89E-04,1.67E-04,4.89E-07,3.04E-06,1.43E-05,6.33E-05
yidR,2.43E-04,3.64E-04,5.47E-04,4.78E-04,2.38E-04,3.07E-04,3.80E-04,2.97E-04
sgbH,4.43E-05,5.57E-05,1.44E-04,5.18E-05,2.10E-06,3.02E-05,8.36E-05,1.31E-05
entE,7.50E-05,1.37E-04,3.90E-04,2.70E-04,4.70E-06,1.02E-04,2.36E-04,4.10E-05
pepP,8.95E-05,1.47E-04,2.20E-04,2.60E-04,5.46E-05,1.13E-04,1.36E-04,1.63E-04
prmA,3.23E-04,3.37E-04,3.33E-04,3.67E-04,2.15E-04,2.87E-04,2.69E-04,3.84E-04
fimH,9.04E-05,1.02E-04,2.26E-04,2.03E-04,2.10E-05,9.52E-05,1.71E-04,7.30E-05
yfiN,8.54E-05,1.35E-04,1.63E-04,1.36E-04,7.60E-05,1.30E-04,1.18E-04,7.39E-05
proS,3.94E-04,4.09E-04,3.68E-04,3.28E-04,3.92E-04,3.20E-04,3.29E-04,3.18E-04
panB,8.52E-05,8.85E-05,1.70E-04,1.38E-04,5.32E-05,1.17E-04,9.86E-05,7.43E-05
mreC,2.57E-04,2.29E-04,3.31E-04,3.48E-04,1.64E-04,1.76E-04,2.08E-04,3.40E-04
ygjE,3.71E-04,5.55E-04,8.93E-04,8.08E-04,3.64E-04,5.31E-04,6.19E-04,3.54E-04
modE,3.22E-05,7.40E-05,9.47E-05,1.13E-04,6.48E-06,4.96E-05,7.55E-05,5.60E-05
yhdX,1.46E-04,1.91E-04,3.46E-04,4.12E-04,8.44E-05,2.31E-04,2.59E-04,8.31E-05
secD,1.03E-03,1.11E-03,1.02E-03,9.81E-04,1.10E-03,9.14E-04,9.50E-04,8.15E-04
yhgE,2.02E-04,2.99E-04,4.48E-04,4.91E-04,9.22E-05,2.70E-04,4.00E-04,1.45E-04
ppx,1.53E-04,1.46E-04,1.49E-04,1.49E-04,1.69E-04,1.27E-04,1.11E-04,1.17E-04
yjcO,7.43E-04,7.32E-04,5.24E-04,5.95E-04,7.88E-04,7.62E-04,7.96E-04,6.21E-04
acpP,2.85E-03,2.05E-03,5.93E-04,1.32E-03,2.34E-03,2.40E-03,2.03E-03,2.91E-03
prsA,7.89E-04,7.21E-04,5.04E-04,5.38E-04,1.01E-03,6.62E-04,6.31E-04,8.80E-04
yigI,1.49E-04,1.63E-04,2.04E-04,1.98E-04,1.99E-04,2.02E-04,1.81E-04,2.16E-04
murF,7.37E-05,1.13E-04,1.55E-04,1.52E-04,5.26E-05,6.40E-05,7.61E-05,1.45E-04
yhfW,1.49E-04,1.60E-04,2.70E-04,2.80E-04,1.16E-04,1.45E-04,1.97E-04,1.83E-04
cysK,2.08E-03,1.26E-03,4.19E-04,7.01E-04,2.10E-03,1.54E-03,1.25E-03,1.83E-03
xylR,2.61E-05,7.17E-05,3.50E-04,2.72E-04,2.54E-05,1.25E-04,6.66E-05,5.82E-05
sbcC,1.29E-04,2.21E-04,3.87E-04,3.57E-04,9.97E-05,2.03E-04,2.67E-04,1.34E-04
yajF,4.50E-05,3.50E-05,9.72E-05,7.74E-05,3.96E-05,2.99E-05,7.11E-05,3.49E-06
fkpA,5.58E-04,3.67E-04,2.17E-04,3.20E-04,4.34E-04,4.20E-04,4.60E-04,9.15E-04
glgP,1.30E-03,1.60E-03,1.65E-03,1.49E-03,1.42E-03,1.46E-03,1.36E-03,1.35E-03
hslU,2.39E-04,2.32E-04,2.31E-04,2.54E-04,2.88E-04,2.55E-04,2.18E-04,3.02E-04
mutY,1.50E-04,1.82E-04,2.85E-04,3.29E-04,1.33E-04,1.70E-04,1.98E-04,1.98E-04
lhr,3.46E-05,6.27E-05,3.30E-04,2.45E-04,1.37E-06,5.33E-05,1.67E-04,4.72E-06
yhcL,1.53E-04,2.36E-04,4.26E-04,3.88E-04,5.34E-05,2.45E-04,3.16E-04,1.02E-04
rpoZ,1.26E-04,1.12E-04,2.20E-05,3.19E-05,1.08E-04,1.12E-04,8.05E-05,1.75E-04
rnd,1.63E-04,1.72E-04,3.08E-04,2.58E-04,1.18E-04,1.98E-04,2.03E-04,1.62E-04
yedJ,2.20E-05,4.21E-05,6.96E-05,3.89E-05,4.57E-05,7.60E-05,9.77E-05,4.30E-05
mdh,1.92E-03,1.22E-03,4.40E-04,8.98E-04,2.91E-03,1.40E-03,8.58E-04,2.37E-03
yfeA,5.93E-04,6.96E-04,6.60E-04,6.67E-04,6.71E-04,7.87E-04,7.62E-04,6.31E-04
sgcC,8.60E-05,1.91E-04,3.77E-04,3.96E-04,1.33E-05,1.95E-04,2.63E-04,6.11E-05
yheR,1.33E-04,2.39E-04,3.50E-04,3.31E-04,1.46E-04,2.13E-04,2.47E-04,1.41E-04
rseB,5.55E-05,3.81E-05,4.86E-05,9.03E-05,1.17E-04,5.34E-05,6.51E-05,2.49E-04
speE,4.11E-04,3.19E-04,2.24E-04,2.53E-04,5.91E-04,2.76E-04,2.99E-04,5.34E-04
yhbZ,1.82E-04,2.09E-04,2.11E-04,1.81E-04,1.84E-04,1.89E-04,1.89E-04,1.26E-04
yhhW,2.62E-05,8.62E-05,2.08E-04,1.86E-04,1.65E-05,7.45E-05,9.82E-05,6.72E-05
yraK,1.66E-04,1.79E-04,2.82E-04,2.91E-04,1.12E-04,1.97E-04,2.02E-04,1.93E-04
corA,3.01E-04,2.72E-04,3.26E-04,4.36E-04,3.59E-04,2.22E-04,1.48E-04,2.92E-04
yafC,4.10E-05,1.64E-04,2.96E-04,2.40E-04,2.66E-05,1.48E-04,1.71E-04,3.26E-05
ygbB,1.02E-05,4.48E-05,6.42E-05,6.61E-05,3.92E-06,2.30E-05,4.56E-05,2.85E-05
yfiE,4.46E-05,1.12E-04,2.07E-04,2.08E-04,1.57E-05,9.21E-05,1.45E-04,5.75E-05
tnaB,1.17E-05,7.55E-05,1.17E-04,8.12E-05,8.30E-07,5.59E-05,7.25E-05,5.46E-07
yibQ,5.72E-04,6.27E-04,7.28E-04,6.24E-04,5.26E-04,6.14E-04,5.82E-04,6.19E-04
ygfA,1.32E-05,2.44E-05,1.56E-04,1.53E-04,7.68E-06,2.24E-05,4.97E-05,4.86E-05
yecS,5.10E-05,5.11E-05,7.45E-05,5.39E-05,3.39E-05,4.71E-05,6.11E-05,4.57E-05
argD,8.33E-04,1.04E-03,8.48E-04,9.75E-04,8.84E-04,1.17E-03,1.09E-03,9.82E-04
fucK,6.68E-05,7.92E-05,1.80E-04,2.25E-04,4.60E-05,8.37E-05,1.35E-04,5.21E-05
creA,5.22E-05,5.20E-05,2.58E-05,5.35E-05,9.18E-05,5.12E-05,4.62E-05,5.98E-05
yabP,5.54E-06,3.37E-06,4.78E-06,2.37E-05,4.87E-05,5.64E-06,7.15E-06,1.13E-04
yjhC,5.39E-04,4.75E-04,2.75E-04,2.94E-04,5.12E-04,4.67E-04,4.42E-04,5.29E-04
yifE,2.75E-04,2.16E-04,1.53E-04,1.91E-04,2.45E-04,2.61E-04,2.03E-04,4.54E-04
yabH,6.46E-05,1.04E-04,1.78E-04,1.95E-04,5.01E-05,9.89E-05,1.15E-04,9.71E-05
yifB,2.02E-04,3.70E-04,5.35E-04,3.93E-04,1.95E-04,2.93E-04,3.92E-04,1.64E-04
yigE,7.06E-05,1.09E-04,1.53E-04,1.45E-04,5.45E-05,8.09E-05,1.40E-04,5.55E-05
yciL,3.65E-04,3.61E-04,3.35E-04,2.88E-04,3.05E-04,2.78E-04,2.99E-04,3.46E-04
mrsA,1.14E-04,1.82E-04,2.58E-04,2.06E-04,1.15E-04,1.60E-04,1.83E-04,1.21E-04
ydfG,6.44E-05,3.42E-05,5.98E-06,1.22E-05,9.22E-05,4.44E-05,2.79E-05,5.32E-05
gpmA,8.66E-04,8.15E-04,3.14E-04,4.06E-04,8.19E-04,8.32E-04,6.78E-04,8.46E-04
abc,6.15E-04,6.31E-04,4.49E-04,4.92E-04,5.85E-04,4.46E-04,4.55E-04,3.52E-04
yheF,4.21E-04,5.76E-04,7.67E-04,5.47E-04,3.73E-04,5.28E-04,5.94E-04,2.78E-04
ptsG,5.26E-04,4.44E-04,2.44E-04,3.33E-04,3.05E-04,2.36E-04,2.61E-04,3.78E-04
hemD,1.97E-04,3.23E-04,4.73E-04,4.37E-04,1.75E-04,2.83E-04,3.59E-04,2.21E-04
ybdH,2.10E-04,2.25E-04,3.12E-04,2.88E-04,1.55E-04,2.11E-04,2.88E-04,1.81E-04
yheK,3.38E-05,1.15E-04,3.82E-04,3.33E-04,1.23E-05,1.63E-04,1.65E-04,2.90E-05
pepN,1.66E-05,2.09E-05,8.89E-05,8.03E-05,6.26E-05,7.52E-05,6.91E-05,1.27E-04
yhjS,6.01E-04,7.18E-04,7.87E-04,6.98E-04,6.25E-04,6.71E-04,6.78E-04,6.09E-04
yggC,9.32E-06,4.91E-05,9.97E-05,1.09E-04,4.56E-06,4.21E-05,5.24E-05,3.46E-05
yi22_2,1.09E-03,1.53E-03,3.50E-03,2.33E-03,7.09E-04,1.71E-03,2.05E-03,6.33E-04
lysR,8.43E-05,1.21E-04,2.41E-04,2.28E-04,7.71E-05,1.69E-04,1.27E-04,6.00E-05
farR,1.42E-04,1.22E-04,3.59E-05,6.77E-05,1.29E-04,1.04E-04,1.15E-04,1.64E-04
ompR,7.57E-05,6.71E-05,1.73E-04,1.80E-04,6.35E-05,6.41E-05,8.94E-05,1.10E-04
cyoA,1.05E-03,9.03E-04,3.56E-04,5.77E-04,9.73E-04,8.46E-04,8.05E-04,1.20E-03
yaaJ,1.27E-03,1.40E-03,1.32E-03,1.41E-03,1.07E-03,1.34E-03,1.42E-03,1.06E-03
ugpB,1.51E-04,2.38E-04,3.74E-04,3.72E-04,1.03E-04,2.15E-04,3.13E-04,1.31E-04
eutH,1.32E-04,1.57E-04,3.34E-04,3.98E-04,3.14E-05,1.24E-04,2.73E-04,1.67E-04
ftsQ,1.66E-04,1.49E-04,6.60E-05,9.28E-05,2.73E-04,1.65E-04,1.14E-04,1.39E-04
ppiA,4.23E-05,5.43E-05,7.87E-05,8.95E-05,9.24E-05,7.84E-05,6.93E-05,8.62E-05
yehX,8.56E-04,8.05E-04,5.90E-04,5.90E-04,6.33E-04,6.39E-04,5.83E-04,6.19E-04
